ID	citation	title	year	source	doi	link
232726			1854	C. r. hebd. Séanc. Acad. Sci., Paris 38: 1103		
232859			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 151		
232886			1849	Summa veg. Scand., Sectio Post. (Stockholm): 493		
232910			1863	Annls Sci. Nat., Bot., sér. 4 20: 132		
233088			1876	Florist Bemerk.: 242		
233133			1892	in Cooke, Grevillea 20(no. 96): 106		
233141			1884	Diseases of field and garden crops, chiefly as are caused by fungi: 13		
233178			1856	Bot. Ztg. 14: 154		
233452			1874	Grevillea 3(no. 26): 58		
233816			1930	Science, N.Y. 71: 324		
234903			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 224		
234929			1918	Annls mycol. 16(1/2): 198		
234961			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 194		
235052			1897	in Underwood, Bull. Torrey bot. Club 24: 83		
235274			1910	Annls mycol. 8(2): 186		
235302			1885	J. Mycol. 1(1): 2		
235321			1879	Grevillea 7(no. 43): 99		
235415			1863	Fungi rhenani exsic., fasc. 1: no. 31		
235428			1893	Trans. Am. phil. Soc., New Series 17: 131 ('1892')		
235561			1854	C. r. hebd. Séanc. Acad. Sci., Paris 38: 1103		
235581			1923	in Gäumann, Beitr. Kryptfl. Schweiz 5(no. 4): 200		
235612			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 207		
236517			1918	Bot. Notiser: 156		
236586			1887	J. Linn. Soc., Bot. 24: 48		
236606			1863	Fungi rhenani exsic., fasc. 1: no. 1		
236654			1925	Defense des Plantes Leningrad 2(no. 2): 87		
236662			1915	Bot. Gaz. 60(6): 483		
236748			1919	Fl. Regn. Boruss. 43: 8		
236754			1883	Bot. Ztg. 41: 54		
236925			1879	Grevillea 7(no. 43): 99		
236947			1843	Phycol. general.: 160		
236883			1896	Pringsheims Jb. Wissenschaftl. Botanik 30: 97		
237059			1888	Bot. Ztg. 46(40): 629		
237105			1896	Pringsheims Jb. Wissenschaftl. Botanik 29: tab. 1, figs 18-27		
237150			1863	Annls Sci. Nat., Bot., sér. 4 20: 106		
237223			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 62		
237229			1851	in Braun, Betracht. Erschein. verjüng. Natur, Edn 2 (Leipzig): 287		
238217			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 208		
238237			1867	Archs Anat. microsc. 3: 275		
238378			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 118		
238302			1886	Annls Sci. Nat., Bot., sér. 7 4: 277		
238345			1894	in Dietel, Bot. Gaz. 19(8): 306		
238491			1865	Fungi rhenani exsic., suppl., fasc. 2: no. 1604		
238592			1867	Archs Anat. microsc. 3: 275		
238546			1911	Svensk bot. Tidskr. 5: 356		
238887			1892	Beitr. Physiol. Morph. Nieder. Organ. 2: 36		
239079			1894	Beitr. Physiol. Morph. Nieder. Organ. 4: 62		
239240			1876	Arch. Mikr. Anat. 12: 44		
239383			1868	Quart. J. Microscop. Sci., N.S. 8: 123		
239778			1883	Jber. schles. Ges. vaterl. Kultur 61: 179		
239881			1884	Beiträge zur Kenntnis der Chytridiaceen (Erlangen): 19		
239904			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 250		
240104			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 135		
240139			1892	Revista Argent. Hist. Nat.: 11		
240366			1847	Bot. Ztg. 5: 314		
240421			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 251		
240395			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 221		
240501			1875	Ann. Mag. nat. Hist., Ser. 4 15(no. 85): 34		
240531			1884	Beiträge zur Kenntnis der Chytridiaceen (Erlangen): 19		
240555			1886	in Cohn, Krypt.-Fl. Schlesien (Breslau) 3.1(9–16): 251 ('1889')		
240557			1893	Öst. bot. Z. 43(12): 420		
241393			1890	Botaniste 2: 99 ('1890-1891')		
242307			1851	Betracht. Erschein. verjüng. Natur, Edn 2 (Leipzig): 201		
242363			1867	Quart. J. Microscop. Sci., N.S. 7: 123		
242512			1860	Jb. wiss. Bot. 2: 189		
242803			1877	Hedwigia 16: 129		
242837			1888	Bot. Ztg. 46(40): 619		
242946			1896	Pringsheims Jb. Wissenschaftl. Botanik 30: 107		
243197			1919	Annals Conservat. Bot. Genève 21: 20		
243298			1888	Mitt. bad. bot. Ver.(55/56): 35		
243325			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 209		
243437			1863	Annls Sci. Nat., Bot., sér. 4 20: 124		
243630			1909	C. r. hebd. Séanc. Acad. Sci., Paris 149: 303		
243654			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 141		
243916			1918	Beih. bot. Zbl., Abt. 1 35: 530		
244234			1920	Ann. Bot., Lond. 34: 468		
244434			1906	Gartenflora 15: 461		
244801			1923	in Gäumann, Beitr. Kryptfl. Schweiz 5(no. 4): 140		
244916			1847	Bot. Ztg. 5: 315		
245036			1864	Hedwigia 3(9): 138		
245483			1870	Jb. nassau. Ver. Naturk. 23-24: 67 ('1869-70')		
245905			1918	Beih. bot. Zbl., Abt. 1 35: 528		
245928			1918	Beih. bot. Zbl., Abt. 1 35: 529		
246231			1918	Beih. bot. Zbl., Abt. 1 35: 528		
246527			1872	Annls Sci. Nat., Bot., sér. 5 15: 24		
246599			1914	Mycologia 6(2): 80		
246601			1914	Mycologia 6(2): 80		
246652			1893	Verh. bot. Ver. Prov. Brandenb. 35: 57		
247239			1912	Atlas Holubinek 7: 276		
247334			1876	Flora, Regensburg 59: 122		
247491			1891	in Massee, Brit. Fung., Phycom. Ustil. (London): 218		
247591			1910	Annls mycol. 8(5): 519		
247703			1858	Jb. wiss. Bot. 1: 292		
247734			1880	Krankheiten der Pflanzen, 1. Aufl. (Breslau): 385		
247796			1910	Annls mycol. 8(5): 520		
247936			1904	Annls mycol. 2(3): 234		
248215			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 130		
248311			1849	Summa veg. Scand., Sectio Post. (Stockholm): 493		
248381			1918	Beih. bot. Zbl., Abt. 1 35: 530		
248688			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 173		
249803			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 234		
249913			1903	Hedwigia 42(Beibl.): (103)		
250021			1870	Jb. nassau. Ver. Naturk. 23-24: 71 ('1869-70')		
250203			1918	Annls mycol. 16(1/2): 198		
250255			1872	Trans. Soc. Nat. Univ. Kazan: 22		
250384			1837	Icon. fung. (Prague) 1: 20		
250453			1939	J. Elisha Mitchell scient. Soc. 55: 400		
250461			1931	Trans. Nat. Hist. Soc. Formosa 21: 338		
250636			1939	Am. J. Bot. 26: 641		
250637			1939	Am. J. Bot. 26: 641		
250638			1939	Am. J. Bot. 26: 641		
250672			1936	Biol. Bull. mar. biol. Lab., Woods Hole 70(2): 245		
250695			1937	N. Amer. Fl. (New York) 2(1): 26		
250748			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 139		
250792			1932	Canad. J. Res. 6: 76		
250846			1934	Bull. trimest. Soc. mycol. Fr. 50: 90		
251065			1934	Annls mycol. 32(1/2): 44		
251170			1936	Riv. Patol. veg. 26: 349		
251211			1927	Meded. Phytopath. Labor. Willie Commelin Scholten Baarn 11: 4, 7		
251234			1888	Nova Acta Acad. Caes. Leop.-Carol. German. Nat. Cur. 52: 367		
251237			1912	Atlas Holubinek 7: 298		
251328			1922	Mater. Mikol. Fitopat. Ross. 4(1): 57		
251386			1932	Botaniste 24: 223		
251464			1925	Am. J. Bot. 12: 445		
251528			1939	Sci. Rep. Tokyo Bunrika Daig., Sect. B 4: 46		
251555			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 108		
251632			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 141		
251817			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 139		
251839			1925	Arch. Protistenk. 52: 4		
251781			1929	Z. Fisch. 27: 293		
251842			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 96		
251854			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 150		
251892			1931	Bull. Mississ. agric. Exp. Stn 153: 158		
251905			1935	Proc. Indian natn Sci. Acad., Part B. Biol. Sci. 2: 147		
251924			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 130		
251973			1896	Bot. Gaz. 21: 329		
252070			1926	J. Elisha Mitchell scient. Soc. 41: 216		
252075			1931	in Jaczewski, J. Taihoku Soc. Agric.: 155		
252076			1932	Aust. J. exp. Biol. med. Sci. 10: 149		
252171			1936	Beihefte Botanisches Zentralbl., Abt. A 55: 92		
252313			1946	Parasit. Pilze Schweiz. National Park 2: 23		
252401			1931	Key to the Fungi, Perfect Fungi (Diploid states), 1, Phycomycetes: 142		
252402			1927	Root rots caused by Phycomycetes: 7		
252416			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 96		
252502			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 131		
252505			1934	Rozpr. ceske Akad. ved. Umeni 44: 9		
252580			1929	Malay. agric. Journal 17(3-4): 77		
252637			1931	Arch. Protistenk. 74: 16		
252646			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 149		
252664			1927	Annls mycol. 25: 176		
252849			1928	Zashchita Rasteniĭ, Moscow 5: 597		
252748			1937	N. Amer. Fl. (New York) 2(1): 27		
252756			1937	N. Amer. Fl. (New York) 2(1): 67		
252781			1939	J. Elisha Mitchell scient. Soc. 55: 348		
252833			1936	Beih. Botan. Centralbl., Abt. B 55: 97		
252860			1935	Proc. Indian natn Sci. Acad., Part B. Biol. Sci. 2: 145		
252880			1936	Proc. Indian Acad. Sci., Pl. Sci. 3(4): 328		
252972			1935	Acta Horti Bot. Univ. Latv. 8: 109 ('1933')		
252973			1925	Arch. Protistenk. 52: 4		
253177			1922	Verh. bot. Ver. Prov. Brandenb. 63: 88		
253227			1939	Kieler Meeresforsch. 3: 347		
253236			1934	Bull. trimest. Soc. mycol. Fr. 50: 93		
253321			1923	Phytopathology 13: 529		
253353			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 62		
253374			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 158		
253387			1931	J. Elisha Mitchell scient. Soc. 46(2): 227		
253412			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 97		
253597			1931	in Jaczewski, Key to the Fungi, Perfect Fungi (Diploid states), 1, Phycomycetes: 130		
253827			1935	Proc. Indian natn Sci. Acad., Part B. Biol. Sci. 2: 139		
253828			1931	Research Bulletin, Miss. Agricultural Experimental Station 153: 173		
253891			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 97		
254108			1936	Biol. Bull. mar. biol. Lab., Woods Hole 70(2): 259		
254049			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 98		
254150			1931	J. Elisha Mitchell scient. Soc. 46(2): 228		
254248			1934	Annls mycol. 32: 38		
254326			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 160		
254507			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 167		
254578			1921	C. r. Seanc. Soc. Biol.  84: 28		
254763			1932	Phytopathology 22: 582		
254768			1928	Zashchita Rasteniĭ, Moscow 5: 597		
254807			1921	J. Agric. Res., Washington 20: 678		
254828			1928	Materialy po floristicheskim i faunisticheskim obsledovaniyam Terskogo okruga: 18		
254960			1931	Beih. bot. Zbl., Abt. 2 48(1): 110		
254963			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 97		
255042			1931	Key to the Fungi, Perfect Fungi (Diploid states), 1, Phycomycetes: 139		
255046			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 167		
255128			1923	Bot. Mag., Tokyo 37: 19		
255064			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 96		
255219			1936	Biol. Bull. mar. biol. Lab., Woods Hole 70(2): 241		
255275			1927	J. Elisha Mitchell scient. Soc. 42: 213		
255276			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 132		
255288			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 135		
255357			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 14		
255384			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 168		
255438			1932	Canadian Journal of Research, Section C 6: 77		
255578			1926	J. Elisha Mitchell scient. Soc. 42: 143		
255579			1927	J. Elisha Mitchell scient. Soc. 42: 209		
255635			1930	J. Wash. Acad. Sci. 20: 408		
255642			1932	Mycologia 24(1): 36		
255688			1935	Trans. Sapporo nat. Hist. Soc. 14(1): 27		
255690			1927	J. Elisha Mitchell scient. Soc. 42(3-4): 219		
255691			1927	J. Elisha Mitchell scient. Soc. 42(3-4): 218		
255692			1923	J. Elisha Mitchell scient. Soc. 39(1-2): 112		
255696			1935	in Ito & Tokunaya, Trans. Sapporo nat. Hist. Soc. 14(1): 19		
255838			1931	Ann. Bot., Lond. 45: 258		
255959			1930	Annls mycol. 28(3/4): 312		
255967			1928	Pap. Mich. Acad. Sci. 8: 137 ('1927')		
256123			1932	Trans. Sapporo nat. Hist. Soc. 12: 122		
256394			1932	Mycologia 24(1): 27		
256674			1924	Arch. Protistenk. 54: 216		
256764			1930	J. Wash. Acad. Sci. 20: 410		
256790			1925	Revista Argent. Bot. 1(2-3): 90		
256880			1931	Ann. Bot., Lond. 45: 272		
256948			1931	J. Fac. agric., Hokkaido Imp. Univ., Sapporo 32(1): 28		
257164			1932	Mycologia 24(1): 38		
257040			1923	Mycologia 15(4): 168		
257060			1923	Saprolegniaceae with notes on other water molds: 127		
257065			1935	in Ito & Tokunaga, Trans. Sapporo nat. Hist. Soc. 14(1): 12		
257312			1925	Revista Argent. Bot. 1(2-3): 87 [no. 6]		
257351			1938	Ann. appl. Biol. 25(3): 537		
257430			1932	Mycologia 24(1): 47		
257476			1932	Mycologia 24(1): 29		
257579			1933	Trans. Sapporo nat. Hist. Soc. 13(1): 26		
257722			1932	Annls mycol. 30(3/4): 360		
257723			1932	Annls mycol. 30(3/4): 363		
257724			1933	Ann. Sci. Univ. Jassey 18: 429		
257861			1925	Sci. Report Tohoku Imp. Univ. Sendai, Ser. IV 1: 119		
257972			1926	in Trotter, Syll. fung. (Abellini) 24(1): 33		
257980			1932	J. Wash. Acad. Sci. 22: 447		
258065			1925	Arch. Protistenk. 52: 14		
258384			1925	Nuova Notarisia 36: 142		
258580			1939	Annls mycol. 37(4/5): 283		
258590			1927	Report of the Department of Agriculture, Government Research Institute of Formosa 27: 10		
258533			1927	J. Elisha Mitchell scient. Soc. 42(1-2): 207		
258537			1927	J. Elisha Mitchell scient. Soc. 42(3-4): 228		
258716			1927	Report of the Department of Agriculture, Government Research Institute of Formosa 27: 54		
258794			1925	Arch. Protistenk. 52: 21		
258829			1938	Palest. J. Bot., Jerusalem Series 1: 154		
258842			1923	Botanicheskie Materialy Gerbariya Instituta Botaniki, Akademiya Nauk Kazakhskoĭ SSR 2: 36		
259258			1932	J. Arnold Arbor. 13: 254		
259507			1933	Arch. Protistenk. 80: 215		
259540			1929	J. Agric. Res., Washington 38: 342		
259576			1930	Practice of Crop Pathology (Tokyo): 845		
259595			1930	Agriculture Hort., Tokyo 6: 880		
259596			1934	Bull. Imper. Coll. Agric. & Forest. Morioka, Japan 18: 85		
259617			1930	Annls mycol. 28(3/4): 297		
259618			1930	Annls mycol. 28(3/4): 298		
259622			1930	Annls mycol. 28(3/4): 298		
259623			1930	Annls mycol. 28(3/4): 298		
267040			1930	Z. Bot. 23: 17		
267041			1935	Mycologia 27(3): 272		
267110			1925	Journal of the Royal Society of Western Australia 12: 36		
267186			1935	Trans. Sapporo nat. Hist. Soc. 14(1): 25		
267314			1935	Trans. Sapporo nat. Hist. Soc. 14(1): 26		
267497			1929	Arch. Protistenk. 67: 122		
267501			1927	Riv. Patol. veg. 17(1-2): 11 [extr.]		
267519			1961	Notul. syst. Sect. cryptog. Inst. bot. Acad. Sci. U.S.S.R. 14: 115		
267552			1931	Mycologia 23(4): 275		
267684			1924	Trans. Wis. Acad. Sci. Arts Lett. 21: 280		
267716			1923	Saprolegniaceae with notes on other water molds: 118		
267833			1931	Fungi of India (Calcutta): 7		
267871			1927	J. Elisha Mitchell scient. Soc. 42: 211		
267875			1925	J. Elisha Mitchell scient. Soc. 41: 154		
267884			1931	Stud. genus Pythium: 45		
268232			1931	J. Fac. agric., Hokkaido Imp. Univ., Sapporo 32(1): 11		
268243			1935	in Ito & Tokunaga, Trans. Sapporo nat. Hist. Soc. 14(1): 13		
268121			1922	Report of the Department of Agriculture, Government Research Institute of Formosa 2: 27		
268122			1927	Report of the Department of Agriculture, Government Research Institute of Formosa 27: 7		
268163			1927	Meded. Phytopath. Labor. Willie Commelin Scholten Baarn 11: 38		
268166			1932	Mycologia 24(1): 40		
268521			1922	Rep. Govt Res. Inst. Dep. Agric., Formosa 2: 40		
268559			1933	Arch. Protistenk. 80: 207		
268813			1937	Trav. Inst. Bot. Charkov 2: 9		
268918			1938	Annls mycol. 36(4): 321		
269020			1934	Annls mycol. 32(1/2): 38		
269075			1930	Annls mycol. 28(3/4): 313		
269076			1934	Annls mycol. 32(1/2): 46		
269243			1919	Report of the Department of Agriculture, Government Research Institute of Formosa 19: 88		
269080			1932	Annls mycol. 30(3/4): 373		
269096			1930	Acta Horti Bot. Univ. Latv. 4: 211 ('1929')		
269176			1931	Mycologia 23(4): 283		
269345			1931	Mycologia 23(4): 281		
269390			1925	Arch. Protistenk. 52: 11		
269514			1932	Annls mycol. 30(3/4): 377		
269533			1927	J. Elisha Mitchell scient. Soc. 42(3-4): 214		
269654			1934	Dansk bot. Ark. 8(no. 6): 13		
269619			1923	Saprolegniaceae with notes on other water molds: 54		
269812			1923	in Gäumann, Beitr. Kryptfl. Schweiz 5(no. 4): 199		
269870			1931	Trans. Nat. Hist. Soc. Formosa 21: 335		
270161			1935	in Ito & Tokunaga, Trans. Sapporo nat. Hist. Soc. 14(1): 17		
270165			1937	Wortelrot van Viola tricolor L. Max. hort., Thesis, Univ. Amsterdam: 53		
270451			1928	Wortelrot, veroorzaakt door Schimmels uit de Gesl. Pythium en Aphanomyces, Proefschr. Univ. Utrecht: 39		
270522			1923	in Gäumann, Beitr. Kryptfl. Schweiz 5(no. 4): 221		
270592			1934	Dansk bot. Ark. 8(no. 6): 5		
270629			1930	J. Wash. Acad. Sci. 20: 411		
270756			1929	J. Elisha Mitchell scient. Soc. 45: 322		
270758			1931	J. Wash. Acad. Sci. 21: 524		
270759			1923	Saprolegniaceae with notes on other water molds: 56		
270790			1932	Trans. Wis. Acad. Sci. Arts Lett. 27: 183		
270793			1930	Annls mycol. 28(3/4): 317		
270974			1924	Ann. Univ. Stellenbosch, Reeks A 2: 17		
271274			1923	Bull. Inst. Pasteur 21: 755		
271231			1938	J. Elisha Mitchell scient. Soc. 54: 313		
271435			1931	J. Fac. agric., Hokkaido Imp. Univ., Sapporo 32(2): 50		
271442			1935	Trans. Sapporo nat. Hist. Soc. 14(1): 20		
271517			1935	in Ito & Tokunaga, Trans. Sapporo nat. Hist. Soc. 14(1): 18		
271528			1931	Trans. Nat. Hist. Soc. Formosa 21: 337		
271542			1921	Am. J. Bot. 8: 231		
271568			1923	Notul. syst. Inst. cryptog. Horti bot. petropol. 2: 34		
271569			1923	Notul. syst. Inst. cryptog. Horti bot. petropol. 2: 35		
271576			1925	Arch. Protistenk. 52: 8		
271690			1934	Bull. trimest. Soc. mycol. Fr. 49(3-4): 386 ('1933')		
271949			1927	J. Agric. Res., Washington 34: 295		
271965			1930	J. Wash. Acad. Sci. 20: 404		
272042			1935	Trans. Sapporo nat. Hist. Soc. 14(1): 31		
272497			1924	Arch. Protistenk. 54: 420		
272345			1933	Ann. Sci. Univ. Jassey 18: 427		
272418			1929	Phytopathology 19: 1112		
272440			1929	Phytopathology 19: 965		
272441			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 252		
272559			1935	Annls mycol. 33(1/2): 3		
272766			1925	Arch. Protistenk. 51: 432		
272767			1925	Arch. Protistenk. 52: 103		
272830			1930	J. Wash. Acad. Sci. 20: 409		
272831			1923	Notul. syst. Inst. cryptog. Horti bot. petropol. 2: 36		
272951			1939	Mycologia 31(5): 531		
273090			1931	in Nagai, J. Fac. agric., Hokkaido Imp. Univ., Sapporo 32(1): 17		
273095			1931	J. Fac. agric., Hokkaido Imp. Univ., Sapporo 32(2): 51		
273096			1933	J. Fac. agric., Hokkaido Imp. Univ., Sapporo 32(5): 208		
273161			1923	Lotos 71: 143		
273180			1961	Ukr. bot. Zh. 18(2): 73		
273265			1928	Phytopathology 18: 881		
273284			1930	J. Wash. Acad. Sci. 20: 416		
273395			1936	Meded. Lds PlTuin, Batavia 88: 33		
273516			1928	J. Elisha Mitchell scient. Soc. 43: 231		
273521			1930	Acta Horti Bot. Univ. Latv. 4: 218 ('1929')		
273544			1921	Am. J. Bot. 8: 231		
273549			1923	Saprolegniaceae with notes on other water molds: 90		
273599			1931	J. Fac. agric., Hokkaido Imp. Univ., Sapporo 32(1): 12		
273605			1923	Saprolegniaceae with notes on other water molds: 30		
273608			1937	Mém. Soc. Sci. Nat. Maroc. 45: 14		
273609			1937	Mém. Soc. Sci. Nat. Maroc. 45: 14		
273610			1937	Mém. Soc. Sci. Nat. Maroc. 45: 14		
273611			1937	Mém. Soc. Sci. Nat. Maroc. 45: 14		
273612			1937	Mém. Soc. Sci. Nat. Maroc. 45: 14		
273613			1935	Proc. Indian Acad. Sci., Pl. Sci. 1: 778-815		
273614			1923	Journal of Agricultural Research 23: 21		
273621			1923	Saprolegniaceae with notes on other water molds: 165		
273660			1930	J. Wash. Acad. Sci. 20: 406		
273967			1936	Bot. J. Linn. Soc. 50: 464		
273968			1930	J. Wash. Acad. Sci. 20: 403		
273969			1935	Trans. Sapporo nat. Hist. Soc. 14(1): 29		
273972			1930	J. Wash. Acad. Sci. 20: 405		
274090			1930	Bot. Tidsskr. 41: 241		
274123			1939	Fungi Exsiccati Suecici fasc. 17-18: 39		
274518			1928	Memoirs of the Dept. Agric. India, Bot. Ser. 16(3): 83		
274365			1930	Phytopathology 20: 953		
274407			1935	Trans. Sapporo nat. Hist. Soc. 14(1): 32		
274441			1935	Trans. Sapporo nat. Hist. Soc. 14(1): 20		
274563			1935	Proc. Indian Acad. Sci., Pl. Sci. 1: 803		
274604			1923	in Gäumann, Beitr. Kryptfl. Schweiz 5(no. 4): 209		
274677			1935	in Gäumann, Annls mycol. 33(1/2): 16		
274706			1924	Arch. Protistenk. 54: 418		
274898			1931	Mycologia 23(4): 276		
274913			1932	Mycologia 24(1): 32		
274928			1922	Report of the Department of Agriculture, Government Research Institute of Formosa 2: 32		
274947			1930	J. Wash. Acad. Sci. 20: 412		
274957			1932	Mycologia 24(1): 43		
274994			1936	Trudy Institutu Botaniky, Kharkivs'kii Derzhavnii Universitet 1: 36		
275012			1930	J. Wash. Acad. Sci. 20: 415		
275104			1931	Trans. Bot. Soc. Edinb., 150th anniversary supplement 30(4): 277		
275138			1926	Scient. Surv. P. Rico 8(1): 13		
275158			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 292		
275212			1923	in Gäumann, Beitr. Kryptfl. Schweiz 5(no. 4): 213		
275233			1924	J. Elisha Mitchell scient. Soc. 40(3-4): 198		
275275			1923	Saprolegniaceae with notes on other water molds: 115		
275411			1934	Mém. Acad. Roy. Sci. Lett. Danemark, Copenhague, Sect. Sci., 9 Série 6: 9		
275471			1926	Arch. Protistenk. 54: 515		
275997			1923	Notul. syst. Inst. cryptog. Horti bot. petropol. 2: 35		
276023			1932	Trans. Br. mycol. Soc. 16(4): 251 ('1931')		
276025			1929	Ann. Bot., Lond. 43: 86		
276042			1930	Canadian Journal of Research, Section C 2(3): 171		
276046			1931	Annls mycol. 29(5/6): 321		
276124			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 116		
276131			1932	Annls mycol. 30(3/4): 365		
276142			1930	Annls mycol. 28(3/4): 304		
276143			1930	Annls mycol. 28(3/4): 306		
276151			1927	Phytopathology 17(1): 43		
276158			1931	Opredelitel' Gribov, (edn 3) I Ficomiţeti (Leningrad): 143		
276216			1938	J. Elisha Mitchell scient. Soc. 54: 311		
276273			1938	Palest. J. Bot., Jerusalem Series 1: 147		
276400			1931	Mycologia 23(4): 279		
276517			1933	Ann. Bot., Lond. 47: 761		
276520			1927	Proef. Univ. Ultrecht: 19		
276669			1928	Usbekist. Stat. f. Pflanzenschutz, Taschkent 11: 8		
276680			1932	Annls mycol. 30(3/4): 371		
276711			1934	Annls mycol. 32(1/2): 45		
276840			1931	Arch. Protistenk. 73: 139		
277208			1925	Defense des Plantes Leningrad 2: 84		
277249			1935	Trans. Sapporo nat. Hist. Soc. 14(1): 25		
277327			1930	J. Wash. Acad. Sci. 20: 407		
277454			1923	Saprolegniaceae with notes on other water molds: 185		
277700			1934	J. Agric. Res., Washington 49(10): 881		
277758			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 49-297		
277911			1925	J. Elisha Mitchell scient. Soc. 41: 155		
277936			1934	Mém. Acad. Roy. Sci. Lett. Danemark, Copenhague, Sect. Sci., 9 Série 6(1): 34		
278339			1924	J. Elisha Mitchell scient. Soc. 39: 168		
278384			1925	Revista Argent. Bot. 1(2-3): 88		
278403			1927	Descriptive Catalogue of Formosa Fungi 3: 47		
278473			1931	Mycologia 23(4): 273		
278503			1935	Fung. Imp. 39(19): 228		
278600			1939	Annls mycol. 37(4/5): 284		
278610			1933	Trans. Sapporo nat. Hist. Soc. 13(1): 25		
278613			1923	Flora, Regensburg 116: 109		
278622			1927	Am. J. Bot. 14: 301		
278624			1926	Journal of the Natural History Society of Formosa 16: 199		
278667			1925	Journal of Agricultural Research 30: 1061		
278783			1925	Report of the Department of Agriculture, Government Research Institute of Formosa 3: 58		
278784			1935	Trans. Sapporo nat. Hist. Soc. 14(1): 24		
278785			1925	Report of the Department of Agriculture, Government Research Institute of Formosa 3: 59		
278789			1938	J. Elisha Mitchell scient. Soc. 54: 155		
278851			1923	Saprolegniaceae with notes on other water molds: 151		
278969			1934	Mycologia 26(2): 151		
279141			1927	J. Elisha Mitchell scient. Soc. 42(3-4): 229		
279386			1926	J. Elisha Mitchell scient. Soc. 42: 141		
279387			1925	J. Elisha Mitchell scient. Soc. 41: 158		
279771			1935	Trans. Sapporo nat. Hist. Soc. 14(1): 32		
279775			1938	Ann. appl. Biol. 25: 533		
279692			1927	Report of the Department of Agriculture, Government Research Institute of Formosa 27: 35		
279696			1933	J. Dept. Agric. Victoria 31(8): 412		
279799			1932	Annls mycol. 30(3/4): 359		
279945			1935	Arch. Protistenk. 86: 349		
280024			1932	Mycologia 24(1): 40		
280038			1920	Atti Accad. naz. Lincei, Rc. Adun. solen., Sér. 4 29: 194		
280273			1931	Mycologia 23(4): 277		
280052			1937	Proc. Roy. Soc. Victoria 49: 235		
280088			1938	Palest. J. Bot., Jerusalem Series 1: 157		
280228			1933	Report of the Department of Agriculture, Government Research Institute of Formosa 61: 10		
280431			1921	Am. J. Bot. 8: 231		
280434			1927	J. Elisha Mitchell scient. Soc. 42(3-4): 247		
280464			1927	Arch. Protistenk. 57: 205		
280540			1923	Saprolegniaceae with notes on other water molds: 79		
280651			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 210		
280652			1923	in Gäumann, Beitr. Kryptfl. Schweiz 5(no. 4): 210		
280654			1923	Beitr. Kryptfl. Schweiz 5(no. 4): 211		
280659			1923	in Gäumann, Beitr. Kryptfl. Schweiz 5(no. 4): 215		
